,상권_구분_코드_명,상권_코드_명,n,e,시군구,시군구_상권구분코드명,시군구_상권구분_상권코드명
324,전통시장,우림시장,37.47022076770739,126.92038259407276,관악구,관악구 - 전통시장,관악구 - 전통시장 - 우림시장
325,전통시장,영진시장A동,37.50035627562966,126.91574783969705,영등포구,영등포구 - 전통시장,영등포구 - 전통시장 - 영진시장A동
326,전통시장,우리시장,37.49688808313275,126.90478250163052,영등포구,영등포구 - 전통시장,영등포구 - 전통시장 - 우리시장
327,전통시장,대림중앙시장,37.49085585548587,126.8993625214185,영등포구,영등포구 - 전통시장,영등포구 - 전통시장 - 대림중앙시장
328,전통시장,구로시장,37.48899602857642,126.88535527454034,구로구,구로구 - 전통시장,구로구 - 전통시장 - 구로시장
329,전통시장,남구로시장,37.49011421556488,126.88632600764929,구로구,구로구 - 전통시장,구로구 - 전통시장 - 남구로시장
330,전통시장,가리봉시장,37.48157552865785,126.88934638801426,구로구,구로구 - 전통시장,구로구 - 전통시장 - 가리봉시장
331,전통시장,고척근린시장,37.50227390723683,126.85047972168441,구로구,구로구 - 전통시장,구로구 - 전통시장 - 고척근린시장
332,전통시장,개봉중앙시장,37.49229494899714,126.85382410663608,구로구,구로구 - 전통시장,구로구 - 전통시장 - 개봉중앙시장
333,전통시장,오류시장,37.4965521062622,126.84320850019292,구로구,구로구 - 전통시장,구로구 - 전통시장 - 오류시장
334,전통시장,풍납시장,37.53731203581922,127.11950472491671,송파구,송파구 - 전통시장,송파구 - 전통시장 - 풍납시장
335,전통시장,마천시장,37.49816368040745,127.15081258039989,송파구,송파구 - 전통시장,송파구 - 전통시장 - 마천시장
336,전통시장,방이시장,37.51114190992078,127.11550426550131,송파구,송파구 - 전통시장,송파구 - 전통시장 - 방이시장
337,전통시장,석촌시장,37.50010382025705,127.10675673425273,송파구,송파구 - 전통시장,송파구 - 전통시장 - 석촌시장
338,전통시장,목4동시장,37.53798164771059,126.8663621605051,양천구,양천구 - 전통시장,양천구 - 전통시장 - 목4동시장
339,전통시장,신영시장,37.53298762561853,126.8358121436197,양천구,양천구 - 전통시장,양천구 - 전통시장 - 신영시장
340,전통시장,월정로시장,37.53295820818282,126.83410380550193,양천구,양천구 - 전통시장,양천구 - 전통시장 - 월정로시장
341,전통시장,상도4동도깨비골목시장,37.501613117638286,126.93739224199498,동작구,동작구 - 전통시장,동작구 - 전통시장 - 상도4동도깨비골목시장
342,전통시장,흑석시장,37.507291345048834,126.96334408978656,동작구,동작구 - 전통시장,동작구 - 전통시장 - 흑석시장
343,전통시장,남성사계시장,37.488230181096164,126.98083431710904,동작구,동작구 - 전통시장,동작구 - 전통시장 - 남성사계시장
344,골목상권,진흥로12길,37.607060366704275,126.9277342144779,은평구,은평구 - 골목상권,은평구 - 골목상권 - 진흥로12길
345,관광특구,종로?청계 관광특구,37.56999760824763,126.9973738673892,종로구,종로구 - 관광특구,종로구 - 관광특구 - 종로?청계 관광특구
346,골목상권,증산서길,37.58000450575789,126.90377107036376,은평구,은평구 - 골목상권,은평구 - 골목상권 - 증산서길
347,관광특구,잠실 관광특구,37.51647607488473,127.11527494608232,송파구,송파구 - 관광특구,송파구 - 관광특구 - 잠실 관광특구
348,관광특구,강남 마이스 관광특구,37.511002913176945,127.06005939988393,강남구,강남구 - 관광특구,강남구 - 관광특구 - 강남 마이스 관광특구
349,관광특구,이태원 관광특구,37.534435107014495,126.9943768625423,용산구,용산구 - 관광특구,용산구 - 관광특구 - 이태원 관광특구
350,관광특구,명동 남대문 북창동 다동 무교동 관광특구,37.564148780123666,126.98185620077636,중구,중구 - 관광특구,중구 - 관광특구 - 명동 남대문 북창동 다동 무교동 관광특구
351,관광특구,동대문패션타운 관광특구,37.567312155725965,127.0110248333143,중구,중구 - 관광특구,중구 - 관광특구 - 동대문패션타운 관광특구
352,골목상권,진흥로1길,37.60336944901489,126.91871208747018,은평구,은평구 - 골목상권,은평구 - 골목상권 - 진흥로1길
353,골목상권,통일로69길,37.610708119369015,126.92571471010943,은평구,은평구 - 골목상권,은평구 - 골목상권 - 통일로69길
354,골목상권,두텁바위로1길,37.546839271986116,126.97457287097093,용산구,용산구 - 골목상권,용산구 - 골목상권 - 두텁바위로1길
355,골목상권,동일로101길,37.588604623414525,127.07769398957878,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로101길
356,골목상권,동일로112길,37.593970780803936,127.08320262607371,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로112길
357,골목상권,상도로15길,37.50368414690677,126.93501551429384,동작구,동작구 - 골목상권,동작구 - 골목상권 - 상도로15길
358,골목상권,상도로37길,37.50104285410253,126.95088449592812,동작구,동작구 - 골목상권,동작구 - 골목상권 - 상도로37길
359,골목상권,바우뫼로39길,37.481305314805525,127.03971848311485,서초구,서초구 - 골목상권,서초구 - 골목상권 - 바우뫼로39길
360,골목상권,반포대로9길,37.482419993139004,127.00750739114912,서초구,서초구 - 골목상권,서초구 - 골목상권 - 반포대로9길
361,골목상권,목동중앙본로7길,37.539739232171726,126.86692477140046,양천구,양천구 - 골목상권,양천구 - 골목상권 - 목동중앙본로7길
362,발달상권,서울 마포구 홍대입구역_2,37.55735732147435,126.92109352670089,마포구,마포구 - 발달상권,마포구 - 발달상권 - 서울 마포구 홍대입구역_2
363,발달상권,서울 마포구 홍대입구역_3,37.55731374796758,126.92333446050796,마포구,마포구 - 발달상권,마포구 - 발달상권 - 서울 마포구 홍대입구역_3
364,발달상권,서울 서대문구 신촌역,37.55757406448483,126.93691538021643,서대문구,서대문구 - 발달상권,서대문구 - 발달상권 - 서울 서대문구 신촌역
365,발달상권,서울 서대문구 이대역,37.55815454767511,126.9445770033612,서대문구,서대문구 - 발달상권,서대문구 - 발달상권 - 서울 서대문구 이대역
366,발달상권,한양시장,37.55986362680572,127.0401110047552,성동구,성동구 - 발달상권,성동구 - 발달상권 - 한양시장
367,발달상권,장충동 족발거리,37.56025774806399,127.00534212594894,중구,중구 - 발달상권,중구 - 발달상권 - 장충동 족발거리
368,발달상권,서울 중구 명동역,37.55970730840533,126.98500367628748,중구,중구 - 발달상권,중구 - 발달상권 - 서울 중구 명동역
369,발달상권,장한평역,37.55702557991167,127.06094513612403,성동구,성동구 - 발달상권,성동구 - 발달상권 - 장한평역
370,발달상권,서울 중구 충무로역_1,37.56066325181778,126.99606129257226,중구,중구 - 발달상권,중구 - 발달상권 - 서울 중구 충무로역_1
371,발달상권,서울 중구 충무로역_2,37.56280746670614,126.9927448740907,중구,중구 - 발달상권,중구 - 발달상권 - 서울 중구 충무로역_2
372,발달상권,북창동,37.562868636730556,126.97761208939609,중구,중구 - 발달상권,중구 - 발달상권 - 북창동
373,발달상권,서울 중구 신당역_1,37.56469844803883,127.0177477768051,중구,중구 - 발달상권,중구 - 발달상권 - 서울 중구 신당역_1
374,발달상권,롯데백화점,37.56458106969132,126.9806676306135,중구,중구 - 발달상권,중구 - 발달상권 - 롯데백화점
375,발달상권,명동거리,37.56265346897513,126.98424475124476,중구,중구 - 발달상권,중구 - 발달상권 - 명동거리
376,발달상권,서울 동대문구 신설동역_2,37.57577934050503,127.02517659661547,동대문구,동대문구 - 발달상권,동대문구 - 발달상권 - 서울 동대문구 신설동역_2
377,발달상권,서울 종로구 종로3가역_2,37.572096513877035,126.98977817114893,종로구,종로구 - 발달상권,종로구 - 발달상권 - 서울 종로구 종로3가역_2
378,골목상권,돌곶이로8길,37.60742588348045,127.06335320307329,성북구,성북구 - 골목상권,성북구 - 골목상권 - 돌곶이로8길
379,골목상권,삼양로93길,37.63864303017881,127.01572596156568,강북구,강북구 - 골목상권,강북구 - 골목상권 - 삼양로93길
380,골목상권,덕릉로60길,37.63674477842654,127.04130792224095,노원구,노원구 - 골목상권,노원구 - 골목상권 - 덕릉로60길
381,골목상권,도당로13가길,37.66671284257849,127.03717620496198,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도당로13가길
382,골목상권,도당로13바길,37.66736216707682,127.03515902215479,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도당로13바길
383,골목상권,도당로19길,37.669252817345985,127.03960307518072,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도당로19길
384,골목상권,도당로29길,37.66902660318552,127.04239125677259,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도당로29길
385,골목상권,도봉로156길,37.673097904789245,127.04542006560817,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도봉로156길
386,골목상권,도봉로169나길,37.67747738506909,127.04350697740028,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도봉로169나길
387,골목상권,도봉로181길,37.684495921126555,127.04373781480994,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도봉로181길
388,골목상권,도봉산4길,37.68912751424592,127.04217594337709,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도봉산4길
389,골목상권,도봉산길,37.686956029127124,127.04253750691423,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도봉산길
390,골목상권,명동길,37.564266544496604,126.98661001352993,중구,중구 - 골목상권,중구 - 골목상권 - 명동길
391,골목상권,삼일대로4길,37.56298742572014,126.98954172783117,중구,중구 - 골목상권,중구 - 골목상권 - 삼일대로4길
392,골목상권,독산로50길,37.46265369829355,126.90982200316428,금천구,금천구 - 골목상권,금천구 - 골목상권 - 독산로50길
393,골목상권,청림3길,37.489765348462136,126.95901060703942,관악구,관악구 - 골목상권,관악구 - 골목상권 - 청림3길
394,골목상권,행운1길,37.481853621125296,126.95656147834477,관악구,관악구 - 골목상권,관악구 - 골목상권 - 행운1길
395,골목상권,목동중앙북로16길,37.544440896564765,126.8737171287499,양천구,양천구 - 골목상권,양천구 - 골목상권 - 목동중앙북로16길
396,골목상권,목동중앙북로8길,37.546773355991704,126.86456985259905,양천구,양천구 - 골목상권,양천구 - 골목상권 - 목동중앙북로8길
397,골목상권,오패산로4길,37.60384128986315,127.0396136713204,성북구,성북구 - 골목상권,성북구 - 골목상권 - 오패산로4길
398,골목상권,노해로17길,37.64044427527613,127.02045104169558,강북구,강북구 - 골목상권,강북구 - 골목상권 - 노해로17길
399,골목상권,노해로23길,37.64468770301958,127.02161928375925,강북구,강북구 - 골목상권,강북구 - 골목상권 - 노해로23길
400,골목상권,성덕정17길,37.53661075646308,127.05733051112871,성동구,성동구 - 골목상권,성동구 - 골목상권 - 성덕정17길
401,골목상권,성덕정길,37.538984535413164,127.04803152510412,성동구,성동구 - 골목상권,성동구 - 골목상권 - 성덕정길
402,골목상권,성수이로18길,37.54190737668799,127.05986919094289,성동구,성동구 - 골목상권,성동구 - 골목상권 - 성수이로18길
403,골목상권,목동로9길,37.5233275949931,126.86306243564994,양천구,양천구 - 골목상권,양천구 - 골목상권 - 목동로9길
404,골목상권,목동중앙남로3가길,37.538808593888895,126.86462951836363,양천구,양천구 - 골목상권,양천구 - 골목상권 - 목동중앙남로3가길
405,골목상권,목동중앙로13나길,37.54515104884121,126.88081092016019,양천구,양천구 - 골목상권,양천구 - 골목상권 - 목동중앙로13나길
406,골목상권,목동중앙로3길,37.537416407019954,126.86849031449037,양천구,양천구 - 골목상권,양천구 - 골목상권 - 목동중앙로3길
407,골목상권,사당로29길,37.48569780952257,126.97775951288064,동작구,동작구 - 골목상권,동작구 - 골목상권 - 사당로29길
408,골목상권,원신길,37.46637967766214,126.93023235877796,관악구,관악구 - 골목상권,관악구 - 골목상권 - 원신길
409,골목상권,소담길,37.47784733154067,126.94290660614242,관악구,관악구 - 골목상권,관악구 - 골목상권 - 소담길
410,골목상권,금하로24길,37.448164333335114,126.90841545320572,금천구,금천구 - 골목상권,금천구 - 골목상권 - 금하로24길
411,골목상권,남부순환로112길,37.47763300963266,126.89359179590627,금천구,금천구 - 골목상권,금천구 - 골목상권 - 남부순환로112길
412,골목상권,독산로108길,37.47961784276154,126.90739346743642,금천구,금천구 - 골목상권,금천구 - 골목상권 - 독산로108길
413,골목상권,독산로40길,37.46050684398226,126.90667104209585,금천구,금천구 - 골목상권,금천구 - 골목상권 - 독산로40길
414,골목상권,답십리로23길,37.578275797131816,127.05094355408913,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 답십리로23길
415,골목상권,답십리로56길,37.56996512379338,127.05849933977825,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 답십리로56길
416,골목상권,답십리로60길,37.569205939471885,127.06306047052843,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 답십리로60길
417,골목상권,답십리로63길,37.575446658778105,127.06874855342537,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 답십리로63길
418,골목상권,장한로26가길,37.568508027548404,127.07039479483382,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 장한로26가길
419,골목상권,장한로26길,37.57104626101179,127.0745854703162,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 장한로26길
420,골목상권,장한로27가길,37.575220253540934,127.07070676158624,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 장한로27가길
421,골목상권,장한로27길,37.57332892517214,127.06942580898604,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 장한로27길
422,골목상권,면목로17길,37.56939301719116,127.0812849319312,광진구,광진구 - 골목상권,광진구 - 골목상권 - 면목로17길
423,골목상권,아차산로40길,37.536184459427616,127.0779903195285,광진구,광진구 - 골목상권,광진구 - 골목상권 - 아차산로40길
424,골목상권,여의대방로22길,37.49708254841206,126.92452692869207,동작구,동작구 - 골목상권,동작구 - 골목상권 - 여의대방로22길
425,골목상권,여의대방로22나길,37.496639454893256,126.92206213192026,동작구,동작구 - 골목상권,동작구 - 골목상권 - 여의대방로22나길
426,골목상권,여의대방로22카길,37.496182860544366,126.92661988515128,동작구,동작구 - 골목상권,동작구 - 골목상권 - 여의대방로22카길
427,골목상권,여의대방로24길,37.49869469391353,126.92350751754007,동작구,동작구 - 골목상권,동작구 - 골목상권 - 여의대방로24길
428,골목상권,구로중앙로19길,37.49390967822302,126.88866101936652,구로구,구로구 - 골목상권,구로구 - 골목상권 - 구로중앙로19길
429,골목상권,서초대로4길,37.48346449312948,126.9853468157354,서초구,서초구 - 골목상권,서초구 - 골목상권 - 서초대로4길
430,골목상권,서초대로64길,37.493410660680794,127.02101020541649,서초구,서초구 - 골목상권,서초구 - 골목상권 - 서초대로64길
431,골목상권,답십리로68길,37.56959951382214,127.068211163444,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 답십리로68길
432,골목상권,답십리로69길,37.575912577998345,127.07307338608646,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 답십리로69길
433,골목상권,답십리로72길,37.56837186060303,127.07208124072096,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 답십리로72길
434,골목상권,망우로18가길,37.586866824020035,127.06038070920854,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 망우로18가길
435,골목상권,망우로18길,37.588623109211575,127.06163890939814,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 망우로18길
436,골목상권,망우로21길,37.59044332502572,127.0612327957813,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 망우로21길
437,골목상권,무학로45길,37.58021151828,127.02832535003661,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 무학로45길
438,골목상권,사가정로13길,37.578839646824946,127.05904968417452,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 사가정로13길
439,골목상권,사가정로23가길,37.58006739496743,127.0710509769168,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 사가정로23가길
440,골목상권,사가정로2길,37.56906670616811,127.0530426888096,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 사가정로2길
441,골목상권,서울시립대로16길,37.578707008503656,127.05379670314815,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 서울시립대로16길
442,골목상권,서울시립대로29길,37.585887512753814,127.0546963036201,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 서울시립대로29길
443,골목상권,한천로124나길,37.63809941803449,127.03098716938862,강북구,강북구 - 골목상권,강북구 - 골목상권 - 한천로124나길
444,골목상권,겸재로29길,37.58958078442301,127.08622084620522,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 겸재로29길
445,골목상권,겸재로36길,37.586724657530496,127.08619490757957,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 겸재로36길
446,골목상권,겸재로54길,37.587135230742064,127.09135827151533,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 겸재로54길
447,골목상권,삼양로24길,37.61738747652263,127.02344630499515,강북구,강북구 - 골목상권,강북구 - 골목상권 - 삼양로24길
448,골목상권,동일로130길,37.599926946387306,127.08232598119245,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로130길
449,골목상권,동일로139가길,37.60484930281732,127.07798267735807,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로139가길
450,골목상권,동일로139길,37.60286830942322,127.07616868735616,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로139길
451,골목상권,구로중앙로28길,37.49999977609888,126.8879168952626,구로구,구로구 - 골목상권,구로구 - 골목상권 - 구로중앙로28길
452,골목상권,구로중앙로34길,37.501583965443814,126.88626338473544,구로구,구로구 - 골목상권,구로구 - 골목상권 - 구로중앙로34길
453,골목상권,왕십리로31길,37.56372333673883,127.02820592031425,성동구,성동구 - 골목상권,성동구 - 골목상권 - 왕십리로31길
454,골목상권,왕십리로6길,37.54614800204811,127.04673478907152,성동구,성동구 - 골목상권,성동구 - 골목상권 - 왕십리로6길
455,골목상권,용답29길,37.564939824315275,127.05375284511231,성동구,성동구 - 골목상권,성동구 - 골목상권 - 용답29길
456,골목상권,용답중앙길,37.56588723144022,127.05067478128461,성동구,성동구 - 골목상권,성동구 - 골목상권 - 용답중앙길
457,골목상권,장터길,37.54828212797034,127.0186944490346,성동구,성동구 - 골목상권,성동구 - 골목상권 - 장터길
458,골목상권,무학로16길,37.57120962246717,127.03208008759509,동대문구,동대문구 - 골목상권,동대문구 - 골목상권 - 무학로16길
459,골목상권,오패산로52길,37.625710504573085,127.03231872732951,강북구,강북구 - 골목상권,강북구 - 골목상권 - 오패산로52길
460,골목상권,공릉로2길,37.61169598721768,127.07923566963495,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 공릉로2길
461,골목상권,답십리로75길,37.57442038535341,127.08155076069042,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 답십리로75길
462,골목상권,면목로78길,37.59142524325744,127.08967642136246,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 면목로78길
463,골목상권,봉우재로33길,37.59446288587133,127.08794761096189,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 봉우재로33길
464,골목상권,봉화산로4길,37.599733192563036,127.07565590943814,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 봉화산로4길
465,골목상권,봉화산로56길,37.605465507361494,127.09747348397731,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 봉화산로56길
466,골목상권,사가정로42길,37.57891549974158,127.0827669976751,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 사가정로42길
467,골목상권,사가정로54길,37.57910053594263,127.08851822568079,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 사가정로54길
468,골목상권,신내로7가길,37.60218904258548,127.0935962611825,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 신내로7가길
469,골목상권,도봉로152가길,37.675467379316665,127.04568222735578,도봉구,도봉구 - 골목상권,도봉구 - 골목상권 - 도봉로152가길
470,골목상권,동일로140길,37.60471252047306,127.08041736496868,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로140길
471,골목상권,동일로149길,37.60679750641733,127.07479103053134,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로149길
472,골목상권,동일로157길,37.610057665403176,127.07700278771155,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 동일로157길
473,골목상권,가산로3길,37.471404263834295,126.89055967610648,금천구,금천구 - 골목상권,금천구 - 골목상권 - 가산로3길
474,골목상권,가산로5길,37.47318981952748,126.89225281013455,금천구,금천구 - 골목상권,금천구 - 골목상권 - 가산로5길
475,골목상권,금하로14길,37.45152186917577,126.90432016043654,금천구,금천구 - 골목상권,금천구 - 골목상권 - 금하로14길
476,골목상권,금하로1길,37.45320414950866,126.89090265267811,금천구,금천구 - 골목상권,금천구 - 골목상권 - 금하로1길
477,골목상권,청계천로10나길,37.570622997203614,127.03549836462217,성동구,성동구 - 골목상권,성동구 - 골목상권 - 청계천로10나길
478,골목상권,한강대로104길,37.55036210539663,126.9742434938409,용산구,용산구 - 골목상권,용산구 - 골목상권 - 한강대로104길
479,골목상권,한강대로15길,37.52614035691027,126.96340274639695,용산구,용산구 - 골목상권,용산구 - 골목상권 - 한강대로15길
480,골목상권,사근동길,37.56060938269289,127.04580441680068,성동구,성동구 - 골목상권,성동구 - 골목상권 - 사근동길
481,골목상권,상원12길,37.55052614710572,127.04849159416436,성동구,성동구 - 골목상권,성동구 - 골목상권 - 상원12길
482,골목상권,상원길,37.54830918321684,127.049712313555,성동구,성동구 - 골목상권,성동구 - 골목상권 - 상원길
483,골목상권,서울숲2길,37.5469875422686,127.04246916012495,성동구,성동구 - 골목상권,성동구 - 골목상권 - 서울숲2길
484,골목상권,봉화산로30길,37.600330423961964,127.08510083713035,중랑구,중랑구 - 골목상권,중랑구 - 골목상권 - 봉화산로30길
485,골목상권,학동로38길,37.51282422538028,127.03428332775769,강남구,강남구 - 골목상권,강남구 - 골목상권 - 학동로38길
486,골목상권,개봉로11길,37.488150047468245,126.85360604021459,구로구,구로구 - 골목상권,구로구 - 골목상권 - 개봉로11길
487,골목상권,개봉로17길,37.491537038862276,126.85296620024447,구로구,구로구 - 골목상권,구로구 - 골목상권 - 개봉로17길
488,골목상권,토정로37길,37.54168367978505,126.94327662843149,마포구,마포구 - 골목상권,마포구 - 골목상권 - 토정로37길
489,골목상권,효창원로93길,37.54779959075826,126.96085733573693,마포구,마포구 - 골목상권,마포구 - 골목상권 - 효창원로93길
490,골목상권,동남로65길,37.547957148510996,127.15460192163133,강동구,강동구 - 골목상권,강동구 - 골목상권 - 동남로65길
491,골목상권,동작대로17길,37.48342756947013,126.97942223598494,동작구,동작구 - 골목상권,동작구 - 골목상권 - 동작대로17길
492,골목상권,동작대로29길,37.488590119117326,126.97815440887648,동작구,동작구 - 골목상권,동작구 - 골목상권 - 동작대로29길
493,골목상권,동작대로33길,37.4900592047079,126.98069816024963,동작구,동작구 - 골목상권,동작구 - 골목상권 - 동작대로33길
494,골목상권,동작대로35길,37.4921583324091,126.97939722543985,동작구,동작구 - 골목상권,동작구 - 골목상권 - 동작대로35길
495,골목상권,동작대로7길,37.47847184675797,126.97845130330151,동작구,동작구 - 골목상권,동작구 - 골목상권 - 동작대로7길
496,골목상권,등용로14길,37.51169348596874,126.93394536284316,동작구,동작구 - 골목상권,동작구 - 골목상권 - 등용로14길
497,골목상권,강남대로23길,37.47575600377199,127.03692313524903,서초구,서초구 - 골목상권,서초구 - 골목상권 - 강남대로23길
498,골목상권,선유서로25길,37.524385922645855,126.88375131049136,영등포구,영등포구 - 골목상권,영등포구 - 골목상권 - 선유서로25길
499,골목상권,곰달래로5길,37.53456764758405,126.83173557945085,양천구,양천구 - 골목상권,양천구 - 골목상권 - 곰달래로5길
500,골목상권,남부순환로33길,37.53799022272755,126.83087928776604,양천구,양천구 - 골목상권,양천구 - 골목상권 - 남부순환로33길
501,골목상권,남부순환로40길,37.533975828625294,126.82746018782478,양천구,양천구 - 골목상권,양천구 - 골목상권 - 남부순환로40길
502,골목상권,남부순환로58길,37.53059243766861,126.83047739046283,양천구,양천구 - 골목상권,양천구 - 골목상권 - 남부순환로58길
503,골목상권,남부순환로70길,37.52317403571121,126.83460059506345,양천구,양천구 - 골목상권,양천구 - 골목상권 - 남부순환로70길
504,골목상권,남부순환로79길,37.516164907660446,126.84166306118632,양천구,양천구 - 골목상권,양천구 - 골목상권 - 남부순환로79길
505,골목상권,삼성로69길,37.50134562294794,127.05706604455409,강남구,강남구 - 골목상권,강남구 - 골목상권 - 삼성로69길
506,골목상권,삼성로75길,37.50316614641637,127.05603827126373,강남구,강남구 - 골목상권,강남구 - 골목상권 - 삼성로75길
507,골목상권,선릉로121길,37.51364201738336,127.04094589237938,강남구,강남구 - 골목상권,강남구 - 골목상권 - 선릉로121길
508,골목상권,선릉로132길,37.51874059417037,127.04401417298666,강남구,강남구 - 골목상권,강남구 - 골목상권 - 선릉로132길
509,골목상권,선릉로133길,37.51812996119668,127.03812042026154,강남구,강남구 - 골목상권,강남구 - 골목상권 - 선릉로133길
510,골목상권,선릉로146길,37.52252489801452,127.04376752403279,강남구,강남구 - 골목상권,강남구 - 골목상권 - 선릉로146길
511,골목상권,양천로73가길,37.550613952666644,126.87486100742207,강서구,강서구 - 골목상권,강서구 - 골목상권 - 양천로73가길
512,골목상권,남부순환로234길,37.477439111595785,126.95776242309152,관악구,관악구 - 골목상권,관악구 - 골목상권 - 남부순환로234길
513,골목상권,마포대로12길,37.54735590033695,126.9547016029911,마포구,마포구 - 골목상권,마포구 - 골목상권 - 마포대로12길
514,골목상권,마포대로20길,37.55130327549424,126.95739259068313,마포구,마포구 - 골목상권,마포구 - 골목상권 - 마포대로20길
515,골목상권,천호대로197길,37.53808227877936,127.14749852909215,강동구,강동구 - 골목상권,강동구 - 골목상권 - 천호대로197길
516,골목상권,천호대로219길,37.54743795968647,127.17171081211951,강동구,강동구 - 골목상권,강동구 - 골목상권 - 천호대로219길
517,골목상권,천호옛14길,37.53613539211912,127.12467353262433,강동구,강동구 - 골목상권,강동구 - 골목상권 - 천호옛14길
518,골목상권,천호옛길,37.533902033448086,127.12360629191559,강동구,강동구 - 골목상권,강동구 - 골목상권 - 천호옛길
519,골목상권,풍성로37가길,37.532779738043374,127.1283449649351,강동구,강동구 - 골목상권,강동구 - 골목상권 - 풍성로37가길
520,골목상권,국회단지길,37.48874869358056,126.94119091350738,관악구,관악구 - 골목상권,관악구 - 골목상권 - 국회단지길
521,골목상권,중앙로32길,37.52114480969574,126.86104155114711,양천구,양천구 - 골목상권,양천구 - 골목상권 - 중앙로32길
522,골목상권,강서로5나길,37.52854525851174,126.84210073963199,강서구,강서구 - 골목상권,강서구 - 골목상권 - 강서로5나길
523,골목상권,강서로5라길,37.52990356182328,126.85440692631573,강서구,강서구 - 골목상권,강서구 - 골목상권 - 강서로5라길
524,골목상권,강서로8길,37.52963709501543,126.85026673057511,강서구,강서구 - 골목상권,강서구 - 골목상권 - 강서로8길
525,골목상권,개화동로23길,37.56610349784224,126.80868723570073,강서구,강서구 - 골목상권,강서구 - 골목상권 - 개화동로23길
526,골목상권,개화동로25길,37.564120729902115,126.80833011005501,강서구,강서구 - 골목상권,강서구 - 골목상권 - 개화동로25길
527,골목상권,곰달래로25길,37.532103854982104,126.84871180904096,강서구,강서구 - 골목상권,강서구 - 골목상권 - 곰달래로25길
528,골목상권,영등포로80길,37.512027245087346,126.91999888417823,영등포구,영등포구 - 골목상권,영등포구 - 골목상권 - 영등포로80길
529,골목상권,난향길,37.46283908026488,126.91688638021704,관악구,관악구 - 골목상권,관악구 - 골목상권 - 난향길
530,골목상권,남부순환로142길,37.4802348153703,126.91303438960126,관악구,관악구 - 골목상권,관악구 - 골목상권 - 남부순환로142길
531,골목상권,남부순환로151길,37.48356161337909,126.91590237986556,관악구,관악구 - 골목상권,관악구 - 골목상권 - 남부순환로151길
532,골목상권,남부순환로161길,37.48405977215566,126.9196442915453,관악구,관악구 - 골목상권,관악구 - 골목상권 - 남부순환로161길
533,골목상권,남부순환로172길,37.48243014944444,126.92143243386931,관악구,관악구 - 골목상권,관악구 - 골목상권 - 남부순환로172길
